tt7913172	2018	韓國	6.8	6.2	草葉集	Grass	풀잎들／草葉們／草葉咖啡館(港)	劇情	tt7913172	db_27140287	Movie\2018\[2018][韓]草葉集 Grass(劇情)(6.8)(tt7913172)
tt8574252	2018	韓國	7.0	7.2	魔女首部曲：誕生	The Witch：Part 1. The Subversion	魔女／마녀／魔女首部曲：毀壞(港)	動作|懸疑	tt8574252	db_26602900	Movie\2018\[2018][韓]魔女首部曲：誕生 The Witch：Part 1. The Subversion(動作_懸疑)(7.0)(tt8574252)
tt4943322	2017	土耳其	6.7	5.6	奧斯曼中尉	The Ottoman Lieutenant		劇情|戰爭	tt4943322	db_26736088	Movie\2017\[2017][土]奧斯曼中尉 The Ottoman Lieutenant(劇情_戰爭)(6.7)(tt4943322)
tt5167966	2017	日本	7.2	6.6	一週的朋友	One Week Friends	一週間フレンズ。	劇情|愛情	tt5167966	db_26646360	Movie\2017\[2017][日]一週的朋友 One Week Friends(劇情_愛情)(7.2)(tt5167966)
tt5874398	2017	日本	6.8	6.7	今天的吉良同學		きょうのキラ君	喜劇	tt5874398	db_26817018	Movie\2017\[2017][日]今天的吉良同學(喜劇)(6.8)(tt5874398)
tt6000140	2017	日本	5.7	5.9	母貓	Dawn of the Felines	雌貓們／牝貓たち／雌貓們之夜(港)	情色	tt6000140	db_26862905	Movie\2017\[2017][日]母貓 Dawn of the Felines(情色)(5.7)(tt6000140)
tt5769414	2017	日本	7.4	7.0	忍之國		忍びの國／忍者之國	喜劇|動作|戰爭	tt5769414	db_26806780	Movie\2017\[2017][日]忍之國(喜劇_動作_戰爭)(7.4)(tt5769414)
tt6078840	2017	日本	7.2	6.7	念念手紀	Let Me Eat Your Pancreas	君の膵臓をたべたい／十二年後的約定／我想吃了你的胰臟／我想吃掉你的胰臟／胰臟物語	劇情|愛情	tt6078840	db_26869119	Movie\2017\[2017][日]念念手紀 Let Me Eat Your Pancreas(劇情_愛情)(7.2)(tt6078840)
tt5693562	2017	日本	7.0	6.7	青春後空翻		啦啦隊之舞：女高中生用啦啦隊舞蹈征服全美的真實故事／チア☆ダン 女子高生がチアダンスで全米制覇しちゃったホントの話／Cheer☆Dance／去吧！啦啦兵團(港)	喜劇|歌舞	tt5693562	db_26786563	Movie\2017\[2017][日]青春後空翻(喜劇_歌舞)(7.0)(tt5693562)
tt5293604	2017	日本	7.0	8.1	帝一之國	Teiichi：Battle of Supreme High	帝一の國	劇情|喜劇	tt5293604	db_26691320	Movie\2017\[2017][日]帝一之國 Teiichi：Battle of Supreme High(劇情_喜劇)(7.0)(tt5293604)
tt6121428	2017	日本	7.0	6.6	重返17歲	ReLIFE		劇情|喜劇|愛情	tt6121428	db_26887031	Movie\2017\[2017][日]重返17歲 ReLIFE(劇情_喜劇_愛情)(7.0)(tt6121428)
tt6075764	2017	日本	5.7	6.1	哥哥太愛我了怎麼辦		兄に愛されすぎて困ってます	劇情|喜劇	tt6075764	db_26874517	Movie\2017\[2017][日]哥哥太愛我了怎麼辦(劇情_喜劇)(5.7)(tt6075764)
tt7222296	2017	日本	6.0	5.3	雪恥女孩	Revenge Girl	リベンジgirl／復仇女孩／雪恥少女	喜劇|動作|愛情	tt7222296	db_27107141	Movie\2017\[2017][日]雪恥女孩 Revenge Girl(喜劇_動作_愛情)(6.0)(tt7222296)
tt6317962	2017	日本	5.5	5.4	煙花	Fireworks Should We See It from the Side or the Bottom?	打ち上げ花火、下から見るか？橫から見るか？／Uchiage hanabi shita kara miruka? Yoko kara miruka?／升空的焰火，從下面看？還是從側面看？／煙花動畫版／煙花，應該和誰看(港)	劇情|動畫	tt6317962	db_26930504	Movie\2017\[2017][日]煙花(劇情_動畫)(5.5)(tt6317962)
tt6595896	2017	日本	6.4	7.7	精靈寶可夢：就決定是你了	Pokémon the Movie：I Choose You!	劇場版ポケットモンスター キミにきめた！／寵物小精靈：就決定是你了／神奇寶貝：就決定是你了	動畫|奇幻|冒險	tt6595896	db_26937474	Movie\2017\[2017][日]精靈寶可夢：就決定是你了 Pokémon the Movie：I Choose You!(動畫_奇幻_冒險)(6.4)(tt6595896)
tt5614984	2017	日本	6.9	6.2	與你的100次愛戀	The 100th Love with You	與君相戀100次／君と100回目の戀／與你的100次戀愛／和你的第100次戀愛	愛情	tt5614984	db_26766760	Movie\2017\[2017][日]與你的100次愛戀 The 100th Love with You(愛情)(6.9)(tt5614984)
tt5593416	2017	日本	6.5	4.3	蜜桃女孩	Peach Girl	ピーチガール	劇情|喜劇|愛情	tt5593416	db_26761228	Movie\2017\[2017][日]蜜桃女孩 Peach Girl(劇情_喜劇_愛情)(6.5)(tt5593416)
tt5797164	2017	日本	7.0	7.5	親愛的外人	Dear Etranger	生在幼子／幼な子われらに生まれ／親愛的局外人／孩子為了我們而誕生／我們誕下幼子／最親近的陌生人	劇情|家庭	tt5797164	db_26814623	Movie\2017\[2017][日]親愛的外人 Dear Etranger(劇情_家庭)(7.0)(tt5797164)
tt5607714	2017	匈牙利	7.6	7.5	夢鹿情謎	Teströl és lélekröl	肉與靈／On Body and Soul／夢鹿情緣(港)	劇情|愛情	tt5607714	db_26935675	Movie\2017\[2017][匈]夢鹿情謎 Teströl és lélekröl(劇情_愛情)(7.6)(tt5607714)
tt4686844	2017	法國	7.2	0.0	史達林死了沒？	The Death of Stalin	斯大林之死／弊傢伙！史太林死咗(港)	喜劇|傳記|歷史	tt4686844	db_26779885	Movie\2017\[2017][法]史達林死了沒？ The Death of Stalin(喜劇_傳記_歷史)(7.2)(tt4686844)
tt5222918	2017	芬蘭	7.2	7.8	希望在世界另一端	Toivon tuolla puolen	希望的另一面／The Other Side of Hope／希望在彼方(港)	劇情|喜劇	tt5222918	db_26678509	Movie\2017\[2017][芬蘭]希望在世界另一端 Toivon tuolla puolen(劇情_喜劇)(7.2)(tt5222918)
tt4882376	2017	柬埔寨	7.2	7.5	弒父：柬埔寨女孩的回憶	First They Killed My Father：A Daughter of Cambodia Remembers	他們先殺了我父親：一個柬埔寨女兒的回憶錄／First They Killed My Father／មុនដំបូង ខ្មែរក្រហម​សម្លាប់​ប៉ា​របស់ខ្ញុំ	劇情|傳記|歷史	tt4882376	db_26578144	Movie\2017\[2017][柬]弒父：柬埔寨女孩的回憶(劇情_傳記_歷史)(7.2)(tt4882376)
tt3521126	2017	美國	7.4	7.5	大災難家	The Disaster Artist	災難藝術家／The Masterpiece／荷里活爛片王(港)	劇情|喜劇|傳記	tt3521126	db_25944886	Movie\2017\[2017][美]大災難家 The Disaster Artist(劇情_喜劇_傳記)(7.4)(tt3521126)
tt6322922	2017	美國	6.3	7.8	不願面對的真相2	An Inconvenient Sequel：Truth to Power	難以忽視的真相2／絕望真相2(港)／難以忽視的真相II／麻煩的真相2	紀錄片	tt6322922	db_26932643	Movie\2017\[2017][美]不願面對的真相2 An Inconvenient Sequel：Truth to Power(紀錄片)(6.3)(tt6322922)
tt4481414	2017	美國	7.6	8.2	天才的禮物	Gifted	天才少女／天才／天賦	劇情|家庭	tt4481414	db_26593587	Movie\2017\[2017][美]天才的禮物 Gifted(劇情_家庭)(7.6)(tt4481414)
tt5580390	2017	美國	7.3	7.2	水底情深	The Shape of Water	水形物語／忘形水(港)／水之形／水形奇緣／水無常形／水的形狀	劇情|愛情|奇幻	tt5580390	db_26752852	Movie\2017\[2017][美]水底情深 The Shape of Water(劇情_愛情_奇幻)(7.3)(tt5580390)
tt2380307	2017	美國	8.4	9.0	可可夜總會	Coco	尋夢環遊記／亡靈總動員(豆友譯名)／冥冥之中(豆友譯名)／可可／墨西哥亡靈節／玩轉極樂園(港)	喜劇|動畫|音樂|奇幻	tt2380307	db_20495023	Movie\2017\[2017][美]可可夜總會 Coco(喜劇_動畫_音樂_奇幻)(8.4)(tt2380307)
tt4846232	2017	美國	7.3	7.0	失速夜狂奔	Good Time	好時光／命中有罪(港)	劇情|犯罪	tt4846232	db_26528871	Movie\2017\[2017][美]失速夜狂奔 Good Time(劇情_犯罪)(7.3)(tt4846232)
tt1396484	2017	美國	7.4	7.3	它	It	小丑回魂／It: Chapter One	劇情|恐怖|兒童	tt1396484	db_3604148	Movie\2017\[2017][美]它 It(劇情_恐怖_兒童)(7.4)(tt1396484)
tt5805752	2017	美國	7.3	7.4	布里斯比熊	Brigsby Bear		劇情|喜劇	tt5805752	db_26825658	Movie\2017\[2017][美]布里斯比熊 Brigsby Bear(劇情_喜劇)(7.3)(tt5805752)
